Language,Hits
Vengo,0
Qau,0
Capiznon,0
Riung,0
Berakou,0
Notre,0
Lakon,0
Tenis,0
Toraja-Sa’dan,0
Xaasongaxango,0
Romanian Sign Language,0
Potawatomi,0
Sakapulteko,0
Laal,0
Mende,0
Cimbrian,0
Mwani,0
Nusa Laut,0
Anor,0
Massalat,0
Mwotlap,0
Irula,0
Huaulu,0
Binumarien,0
Mokerang,0
Rapa Nui,0
Kembayan,0
Asturian,0
Emplawas,0
Ghomara,0
Disa,0
Tahltan,0
Pahari,0
Deccan,0
Bisa,0
Niwer Mil,0
Uzbek,0
Harzani,0
Danish Sign Language,0
Seko Padang,0
Penan,0
Swedish Sign Language,0
Ga’dang,0
Likwala,0
Mekwei,0
Beami,0
Akhvakh,0
Libinza,0
Sagalla,0
Rifao,0
Gundi,0
Gumuz,0
Hong Kong Sign Language,0
Ayabadhu,0
Bolgo,0
Haigwai,0
Washo,0
Kayaw,0
Berawan,0
Beembe,0
Hunde,0
Touo,0
Ahom,0
Kabyle,0
Namosi-Naitasiri-Serua,0
Kupa,0
Ngalakan,0
Valpei,0
Trumai,0
Rathawi,0
Yangum Mon,0
Yámana,0
Noone,0
Ontong Java,0
Sekar,0
Hunsrik,0
Lomwe,0
Kendeje,0
Chuave,0
Wasembo,0
Sarikoli,0
Hértevin,0
Krimchak,0
Sa’a,0
Adhola,0
Bislama,0
Tulehu,0
Mansaka,0
Bamukumbit,0
Eravallan,0
Wintu,0
Yakan,0
Bitur,0
Gahri,0
Teke-Eboo,0
Makalero,0
Yoba,0
Garo,0
Fungwa,0
Panará,0
Atong,0
Kriang,0
Yagwoia,0
Kacipo-Balesi,0
Hanga Hundi,0
Gresi,0
Karelian,0
Nokuku,0
Karnic,0
Murut,0
Munit,0
Nawaru,0
Cahuarano,0
Hewa,0
Inoke-Yate,0
Oroqen,0
Dakka,0
Aribwatsa,0
Nding,0
Itelmen,0
Slavonic,0
Enrekang,0
Esimbi,0
Tacana,0
Temi,0
Longto,0
Hõne,0
Hema,0
Soqotri,0
Jumjum,0
Tupinikin,0
Jiru,0
Burarra,0
Defaka,0
Ainu,0
Carapana,0
Vunjo,0
Taikat,0
Bragat,0
N’ko,0
Rendille,0
Nila,0
Fania,0
Tiang,0
Bahau,0
Callawalla,0
Setaman,0
Ndonga,0
Acholi,0
Ignaciano,0
Abinomn,0
Kuku-Uwanh,0
Ubykh,0
Duano,0
Runga,0
Ketengban,0
Myene,0
Duvle,0
Ibibio,0
Gedeo,0
Gungabula,0
Nilamba,0
Amarasi,0
Salchuq,0
Roviana,0
Maisin,0
Behoa,0
Yamongeri,0
Ywom,0
Kupia,0
Chiga,0
Nuosu,0
Ankave,0
Ndam,0
Tày,0
Rabha,0
Muyang,0
Iaai,0
Bauchi,0
Taje,0
Hinukh,0
Tadyawan,0
Seru,0
Efe,0
Ndendeule,0
Kalasha,0
Yessan-Mayo,0
Kaco’,0
Vumbu,0
Gaddang,0
Kanasi,0
Uneme,0
Inonhan,0
Xiri,0
Saraveca,0
Bintauna,0
Nzanyi,0
Dolpo,0
American Sign Language,0
Bijori,0
Musgu,0
Mansoanka,0
Arop-Sissano,0
Umbindhamu,0
Matepi,0
Kodaku,0
Tindi,0
Raji,0
Mogholi,0
Arrarnta,0
Piti,0
Olunyole,0
Selayar,0
Barwe,0
Maonan,0
Barambu,0
Hu,0
Slavomolisano,0
Ron,0
Tichurong,0
Lewo,0
Rajong,0
Aka-Bea,0
Noiri,0
Wawa,0
Kisar,0
Akukem,0
Elseng,0
Mara,0
Serbo-Croatian,0
Emberá-Catío,0
Sobei,0
Amis,0
Kasanga,0
Boloki,0
Epena,0
Akha,0
Bolon,0
Muak Sa-aak,0
Mru,0
Kharia Thar,0
Gbaya-Mbodomo,0
Mandara,0
Pamona,0
Mulao,0
Nauna,0
Anamgura,0
Danu,0
Jiiddu,0
Tanaina,0
Tetun,0
Rumu,0
Kudu-Camo,0
Koropó,0
Gants,0
Moraid,0
Umbu-Ungu,0
Gazi,0
Pathiya,0
Baan,0
Yagnobi,0
Te’un,0
Jabutí,0
Mongolian Sign Language,0
Tegali,0
Navajo,0
Brem,0
Austral,0
Manangkari,0
Bwatoo,0
Dani,0
Basketo,0
Kuman,0
Buru,0
Ono,0
Kathu,0
Kurudu,0
Kabutra,0
Koda,0
Taznatit,0
Baure,0
Ruund,0
Maco,0
Achumawi,0
Slovakian Sign Language,0
Mundurukú,0
Sio,0
Sikaritai,0
Nyankore,0
Gadsup,0
Haisla,0
Khlula,0
Kuhane,0
Koreguaje,0
Arapaho,0
Savi,0
Kwa’,0
Tuscarora,0
Júma,0
Boro,0
Bamako Sign Language,0
Horo,0
Iamalele,0
Kuku-Muminh,0
Sou Nama,0
Benga,0
Keoru-Ahia,0
Ngas,0
Kw’adza,0
Suga,0
Võro,0
Simba,0
Ma Manda,0
Kabuverdianu,0
Koshin,0
Zimakani,0
Damakawa,0
Mískito,0
Guana,0
Geruma,0
Piedmontese,0
Kalami,0
Kenswei Nsei,0
Lwalu,0
Geji,0
Gunya,0
Whitesands,0
Lahnda,0
Padoe,0
Itza’,0
Digaro-Mishmi,0
Nyaturu,0
Chhintang,0
Tiene,0
Mesem,0
Foia Foia,0
Haida,0
Nathembo,0
Koiari,0
Dagoman,0
Dawawa,0
Bulgarian Sign Language,0
Miji,0
Ubir,0
Ulukwumi,0
Tsonga,0
Kawaiisu,0
Bete-Bendi,0
Attié,0
Lombo,0
Dimasa,0
Palu’e,0
Dahalik,0
Zerenkel,0
Jandai,0
Saam,0
Solos,0
Kanum,0
Dera,0
Tharu,0
Bassa-Kontagora,0
Koti,0
Gera,0
Rapa,0
Bakoko,0
Sanumá,0
Korandje,0
Dadibi,0
Hupla,0
Archi,0
Tandaganon,0
Nancere,0
Toba-Maskoy,0
Kurama,0
Bodo,0
Wali,0
Aheu,0
Asoa,0
Wutung,0
Efate,0
Fala,0
Zhaba,0
Mundang,0
Singa,0
Songomeno,0
Tulishi,0
Kuku-Yalanji,0
Tillamook,0
Nez Perce,0
Imroing,0
Tangoa,0
Pana,0
Ura,0
Madagascar Sign Language,0
Bandial,0
Ami,0
Juwal,0
Fataleka,0
Majera,0
Obokuitai,0
Samburu,0
Fali,0
Jurúna,0
Samba Leko,0
Yan-nhangu,0
Awun,0
Auslan,0
Byep,0
Morori,0
Lelemi,0
Vidunda,0
Lasgerdi,0
Kaninuwa,0
Chaudangsi,0
Tumbuka,0
Jinuo,0
Unami,0
Malasar,0
Baga Pokur,0
Lango,0
Ajyíninka Apurucayali,0
Isinay,0
Huave,0
Ebrié,0
Yaul,0
Djiwarli,0
Bankagooma,0
Geser-Gorom,0
Yoron,0
Bangubangu,0
Lakalei,0
Dedua,0
Ndengereko,0
Galician,0
Kewa,0
Hakö,0
Aruop,0
Kwini,0
Gurung,0
Sentani,0
Kaki Ae,0
Toda,0
Màwés Aasʼè,0
Baldemu,0
Oroha,0
Xavánte,0
Maithili,0
Nunggubuyu,0
Gudang,0
Kubo,0
Kenyan Sign Language,0
Eton,0
Jawe,0
Bobot,0
Dahalo,0
Avar,0
Godwari,0
Loma,0
Beng,0
Grangali,0
Faiwol,0
Seychelles Creole French,0
Narua,0
West Bengal Sign Language,0
Igo,0
Sa’ban,0
Nayi,0
Groma,0
Khe,0
Kamula,0
Kazakh,0
Chimariko,0
Kiwilwana,0
Isabi,0
Shuar,0
Weliki,0
Corsican,0
Bentong,0
Feroge,0
Tring,0
Kawyaw,0
Mangareva,0
Jirel,0
Pinigura,0
Nungu,0
Abon,0
Themne,0
Tigré,0
Bamali,0
Bofi,0
Weri,0
Birao,0
Lushootseed,0
Judeo-Italian,0
Paraguayan Sign Language,0
Orok,0
Kumalu,0
Keliko,0
Moni,0
Tshangla,0
Yaleba,0
Ningye,0
Duoluo,0
Aka-Kol,0
Pa’a,0
Zaysete,0
Sengo,0
Albanian,0
Fam,0
Yindjilandji,0
Yaweyuha,0
Kamwe,0
Jumli,0
Lubu,0
Wotjobaluk,0
Yagaria,0
Mom Jango,0
Kolbila,0
Hutterisch,0
Iyive,0
Ngile,0
Vincentian Creole English,0
Basque,0
Shina,0
Peere,0
Mwerlap,0
Chenoua,0
Yarawata,0
Äiwoo,0
Bassa,0
Terik,0
Saisiyat,0
Dido,0
Gwandara,0
Mindiri,0
Mazatec,0
Gunwinggu,0
Elkei,0
Lalia,0
Mpumpong,0
Alege,0
Sangisari,0
Chhattisgarhi,0
Nawuri,0
Yoke,0
Sanapaná,0
Catalan,0
Auye,0
Ghulfan,0
Ruma,0
Mwaghavul,0
Alekano,0
Duungooma,0
Kumbewaha,0
Belhariya,0
Tsucuba,0
Umbuygamu,0
Tay Boi,0
Barama,0
Taman,0
Gorakor,0
Songo,0
Kom,0
Tooro,0
Narragansett,0
Safaliba,0
Wusi,0
Sabanê,0
T’en,0
Kayeli,0
Lavrung,0
Kuot,0
Negidal,0
Busuu,0
Koiwat,0
Haroi,0
Kamasa,0
Lole,0
Palpa,0
Aasáx,0
Kurtokha,0
Erzya,0
Sala,0
Oneida,0
Obispeño,0
Nisenan,0
Capanahua,0
Marba,0
Nen,0
Arapaso,0
Mayeka,0
Mbo’,0
Bankon,0
Chetti,0
Mayaguduna,0
Kilmeri,0
Lakkia,0
Tobo,0
Warlmanpa,0
Tarpia,0
Djingili,0
Gyele,0
Paku,0
Akoye,0
Muji,0
Kwer,0
Yangben,0
Paranan,0
Pyen,0
Flinders Island,0
Batak Angkola,0
Bubia,0
Guyani,0
Maltese Sign Language,0
Huastec,0
Watut,0
Mariri,0
Trinitario,0
Songhay,0
Nomaande,0
Rade,0
Sea Island Creole English,0
Mori Bawah,0
Khisa,0
Akeu,0
Aiome,0
Cishingini,0
Mulam,0
Wampanoag,0
Zo’é,0
Olutsotso,0
Mbole,0
Lonwolwol,0
Holu,0
Barbaram,0
Tobanga,0
Cheyenne,0
Dungra Bhil,0
Gikyode,0
Chala,0
Logorik,0
Chontal,0
Shuadit,0
Bikya,0
Konabéré,0
Tiruray,0
Sowanda,0
Kirya-Konzel,0
Lolo,0
Thakali,0
Xukurú,0
Hermit,0
Nyangumarta,0
Masmaje,0
Kangjia,0
Mayi-Thakurti,0
Gwere,0
Kwegu,0
Namuyi,0
Kadai,0
Nyamusa-Molo,0
Dobu,0
Imbongu,0
Aizi,0
Chaura,0
Satawalese,0
Sekpele,0
Bandjalang,0
Otank,0
Ayoreo,0
Cinta Larga,0
Hlersu,0
Ukit,0
Maung,0
Tidung,0
Horpa,0
Amarakaeri,0
Yale,0
Warembori,0
Bagvalal,0
Meyah,0
Yiddish,0
Andai,0
Karen,0
Buraka,0
Ngizim,0
Palatinate Franconian,0
Ngad’a,0
Pijin,0
Kwadi,0
Fagauvea,0
Coquille,0
Viemo,0
Izora,0
Yong,0
Aribwaung,0
Basa-Gurmana,0
Kwaami,0
Warduji,0
Okolod,0
Wasa,0
Yambes,0
Manam,0
Lomavren,0
Yukuben,0
Thayore,0
Ninzo,0
Sirva,0
Adyghe,0
Limassa,0
Lorang,0
Dongo,0
Vaeakau-Taumako,0
Ndyuka-Trio Pidgin,0
Nyulnyul,0
Arabela,0
Simaa,0
Dusun Malang,0
Napoletano-Calabrese,0
Tsoa,0
Erre,0
Tabo,0
Oshiwambo,0
Kowaki,0
Wichita,0
Poqomam,0
Amahuaca,0
Garasia,0
Rawat,0
Makhuwa,0
Cun,0
Bonggi,0
Serrano,0
El Hugeirat,0
Garig-Ilgar,0
Mili,0
Kasua,0
Silimo,0
Timbe,0
Tela-Masbuar,0
Tajiki,0
Abui,0
Murupi,0
Yarsun,0
Basay,0
Ganda,0
Bodo Parja,0
Saruga,0
Kpeego,0
Mondé,0
Masela,0
Abun,0
Awutu,0
Menka,0
Mahali,0
Grenadian Creole English,0
Iteri,0
Dusun Deyah,0
Matengo,0
Rmeet,0
Dumagat,0
Tonkawa,0
Vitu,0
Bagupi,0
Kalabra,0
Koireng,0
Shawnee,0
Bangala,0
Lave,0
Manipa,0
Jiamao,0
Gwak,0
Enu,0
Barok,0
Avava,0
Bondo,0
Abom,0
Ottawa,0
Cook Islands Maori,0
Kamara,0
Mbosi,0
Bulgarian,0
Yokuts,0
Nung,0
Kua-nsi,0
Yau,0
Kaan,0
Makuráp,0
Shehri,0
Mand,0
Laalaa,0
Libyan Sign Language,0
Oku,0
Polci,0
Pukapuka,0
Amara,0
Nago,0
Nyanga-li,0
Nkami,0
Bana,0
Muduga,0
Ligenza,0
Musey,0
Gamilaraay,0
Lamba,0
Saniyo-Hiyewe,0
Ineseño,0
Kamar,0
Korana,0
Salvadoran Sign Language,0
Tamajaq,0
Baramu,0
Kwere,0
Migum,0
Vagla,0
Ghari,0
Talondo’,0
Gizrra,0
Simte,0
Roon,0
Aikanã,0
Kham,0
Nda’nda’,0
Yalahatan,0
Kungarakany,0
Tatuyo,0
Mushungulu,0
Kahua,0
Me’en,0
Panim,0
Mawan,0
Pingelapese,0
Gbaya-Bozoum,0
Yis,0
Lish,0
Pardhan,0
Momuna,0
Hiw,0
Alago,0
Jah Hut,0
Filipino Sign Language,0
Takestani,0
Asmat,0
Bomboma,0
Raute,0
Enggano,0
Siriano,0
Rusyn,0
Ede Nago,0
Hitu,0
Mali,0
Yukaghir,0
Bakwé,0
Bajan,0
Yakkha,0
Konjo,0
Fe’fe’,0
Kango,0
Simbo,0
Wik-Iiyanh,0
Tidore,0
Andajin,0
Aimaq,0
Tanibili,0
Anserma,0
Tagabawa,0
Warkay-Bipim,0
Boma,0
Moere,0
Malaccan Creole Portuguese,0
Taulil,0
Mango,0
Bantawa,0
Remun,0
Saaroa,0
Tilung,0
Habun,0
Batak Toba,0
Warlpiri,0
Tzotzil,0
Aimol,0
Arhö,0
Yogad,0
Panytyima,0
Moskona,0
Gilyak,0
Reli,0
Hadiyya,0
Andoa,0
Lun Bawang,0
Barasana-Eduria,0
Lenca,0
Sora,0
Jangkang,0
Kavet,0
Suruahá,0
Maiwa,0
Obulom,0
Yirrk-Mel,0
Naasioi,0
Hre,0
Araki,0
Torres Strait Creole,0
Sissala,0
Bahing,0
Wauyai,0
Teanu,0
Sumau,0
Picard,0
Ömie,0
Nauo,0
Hani,0
Puyuma,0
Tunzuii,0
Dharumbal,0
Guruntum-Mbaaru,0
Eleme,0
Drehu,0
Cumanagoto,0
Katla,0
Malyangapa,0
Luba-Kasai,0
Turkmen,0
Saint Lucian Creole French,0
Horom,0
Askopan,0
Lisu,0
Kambera,0
Kashinawa,0
Ingrian,0
Ndoola,0
Miyobe,0
Orma,0
Dghwede,0
Ndonde Hamba,0
Bwamu,0
Akateko,0
Yaqui,0
Tangale,0
Lorediakarkar,0
Vilela,0
Kagayanen,0
Keiyo,0
Romanian,0
Sapuan,0
Biga,0
Cutchi-Swahili,0
Hopi,0
Emerillon,0
Bajau,0
Tchumbuli,0
Pahlavani,0
Urdu,0
Xetá,0
Punjabi,0
Chungmboko,0
Yucuna,0
Boon,0
Tsimané,0
Ternateño,0
Seberuang,0
Salt-Yui,0
Pagu,0
Ban Khor Sign Language,0
Kunigami,0
Karore,0
Chilean Sign Language,0
Paiute,0
Lavatbura-Lamusong,0
Barababaraba,0
Kundal Shahi,0
Yabula Yabula,0
Karo,0
Chepya,0
Biage,0
Kalam,0
Oring,0
Kokoda,0
Ukhwejo,0
Gurinji,0
Mewari,0
Sanggau,0
Damal,0
Lagwan,0
Kriol,0
Ladji Ladji,0
Bargam,0
Worodougou,0
Acheron,0
Amto,0
Morerebi,0
Pol,0
Daakaka,0
Surigaonon,0
Romam,0
Aulua,0
Tenino,0
Kiliwa,0
Tai Dam,0
Orya,0
Suarmin,0
Kayagar,0
Zulu,0
Bogkalot,0
Kala Lagaw Ya,0
Angaataha,0
Oroch,0
Dama,0
Muong,0
Yawanawa,0
Tado,0
Kutong,0
Chocholtec,0
Tai,0
Su’ung,0
Haitian Creole,0
Halia,0
Cayuga,0
Narrinyeri,0
Berti,0
Alor,0
Phuma,0
Mohave,0
Nalca,0
Lhomi,0
Scottish Gaelic,0
Ngarinman,0
Lo-Toga,0
Mayawali,0
Kele,0
Ganglau,0
Tanema,0
Mandjak,0
Wymysorys,0
Kairui-Midiki,0
Mubi,0
Nabi,0
Nyiyaparli,0
Yuqui,0
A’ou,0
Atohwaim,0
Onondaga,0
Zauzou,0
Q’eqchi’,0
Tuva,0
Yakut,0
Ndamba,0
Twendi,0
Ngete,0
Akan,0
Zay,0
Kairiru,0
Kanamarí,0
Barí,0
Pangu,0
Krache,0
Kanauji,0
Icelandic Sign Language,0
Morop,0
Glio-Oubi,0
Baga Sitemu,0
Cacaopera,0
Gawar-Bati,0
Owa,0
Morisyen,0
Ndambomo,0
Ap Ma,0
Batuley,0
Agi,0
Ede Idaca,0
Momina,0
Nkoya,0
Otuho,0
Polonombauk,0
Silt’e,0
Chol,0
Klon,0
Minanibai,0
Magori,0
Xhosa,0
Khehek,0
Suri,0
Dinka,0
Kaikadi,0
Papapana,0
Panobo,0
Riang,0
Swedish,0
Akawaio,0
Cherepon,0
Ndra’ngith,0
Acroá,0
Aka-Cari,0
Gule,0
Bakhtiâri,0
Sawila,0
Ikwere,0
Leco,0
Doondo,0
Ikposo,0
Lenkau,0
Talinga-Bwisi,0
Ese,0
Romany,0
Kraol,0
Kagoro,0
Southern Lushootseed,0
Bhojpuri,0
Muda,0
Kaurna,0
Chiquitano,0
Migaama,0
Domaaki,0
Anguthimri,0
Ukaan,0
Piaroa,0
Riantana,0
Matís,0
Cheq Wong,0
Adabe,0
Tukudede,0
Aeka,0
Sila,0
San Miguel Creole French,0
Ampanang,0
Kuturmi,0
Togoyo,0
Khün,0
Sebop,0
Nihali,0
Abron,0
Vurës,0
Kwangali,0
Bagusa,0
Sissano,0
Päri,0
Terêna,0
Dem,0
Dhodia,0
Mabire,0
Holoholo,0
Ambel,0
Berom,0
Alawa,0
Bima,0
Bakumpai,0
Jola-Kasa,0
Shuswap,0
Altai,0
Nyaheun,0
Nyakyusa-Ngonde,0
Miwa,0
Chulym,0
Shekkacho,0
Masana,0
Paakantyi,0
Nimboran,0
Jingpho,0
Mohegan-Pequot,0
Kaningi,0
Awad Bing,0
Tz’utujil,0
Arawak,0
Kalkutung,0
Mburku,0
Yintale,0
Ambulas,0
Pardhi,0
Nobonob,0
Banggai,0
Djawi,0
Tagbanwa,0
Yei,0
Swo,0
Tày Sa Pa,0
Nganyaywana,0
Seluwasan,0
Didinga,0
Burumakok,0
Chickasaw,0
Koromfé,0
Sausi,0
Tsamai,0
Oki-No-Erabu,0
Duwai,0
Kaera,0
Somali,0
Balanta-Ganja,0
Istriot,0
Georgian,0
Kerek,0
Seke,0
Yaeyama,0
Dyugun,0
Quechan,0
Ciwogai,0
Jewish Babylonian Aramaic,0
Öñge,0
Musi,0
Purari,0
Nomane,0
Kunja,0
Diebroud,0
Ladin,0
Porohanon,0
El Molo,0
Bikol,0
Kandas,0
Gyong,0
Galolen,0
Nisa,0
Meramera,0
Tukang Besi North,0
Ngwe,0
Nzema,0
Molo,0
Bhele,0
Narango,0
Emberá-Baudó,0
Wiradhuri,0
Angkamuthi,0
Mocoví,0
Dibo,0
Russian Sign Language,0
Burduna,0
Pirahã,0
Hozo,0
Kuwaataay,0
Ibatan,0
Dogosé,0
Chug,0
Mekmek,0
Duma,0
Ngarinyin,0
Yankunytjatjara,0
Sulod,0
Kenati,0
Kuku-Mangk,0
Mbwela,0
Sena,0
Ebughu,0
Dan,0
Arigidi,0
Tagin,0
Mikasuki,0
Magar,0
Ngul,0
Guramalum,0
Tachelhit,0
Zaramo,0
Kaur,0
Chinook,0
Kaivi,0
Apali,0
Mpuono,0
Karadjeri,0
Kanikkaran,0
Sezo,0
Waru,0
Harsusi,0
Cokwe,0
Kam,0
Solong,0
Barombi,0
Sani,0
Inku,0
Parawen,0
Hemba,0
Awera,0
Lele,0
Makuva,0
Ninggerum,0
Bali,0
Blafe,0
Lucazi,0
Atampaya,0
Wewaw,0
Lampung Api,0
Kuvi,0
Ibuoro,0
Jumla Sign Language,0
Comanche,0
Tefaro,0
Nyaw,0
Wayu,0
Ulau-Suain,0
Uhami,0
Nyambo,0
Omaha-Ponca,0
Alladian,0
Akaselem,0
Wiarumus,0
Bashkardi,0
Holma,0
Taungyo,0
Ndunga,0
Ng’akarimojong,0
Tai Loi,0
Laven,0
Nawdm,0
Antigua and Barbuda Creole English,0
Uare,0
Tamahaq,0
Gabi-Gabi,0
Barapasi,0
Tawoyan,0
Katu,0
Kawacha,0
Quichua,0
Gaam,0
Wambaya,0
Mouk-Aria,0
Nde-Nsele-Nta,0
Arhâ,0
Garre,0
Arikapú,0
Xipaya,0
Ndaka,0
Ukwa,0
Burusu,0
Lauan,0
Yele,0
Bussa,0
Kaba Naa,0
Vehes,0
Tlingit,0
Sursurunga,0
Bintulu,0
Potiguára,0
Doutai,0
Urum,0
Kaburi,0
Masiwang,0
Shumcho,0
Mala,0
Uru,0
Yeyi,0
Barrow Point,0
Mbunga,0
Tagalaka,0
Unggumi,0
Ukrainian,0
Marquesan,0
Mangayat,0
Sambal,0
Kalabari,0
Kayabí,0
Ambae,0
Barikanchi,0
Zan Gula,0
Angal Heneng,0
Pele-Ata,0
Ngiti,0
Atorada,0
Tuwari,0
Lawangan,0
Bete,0
Kir-Balar,0
Benggoi,0
Mehek,0
Uya,0
Bhilali,0
Andio,0
Wala,0
Kurnai,0
Hunjara-Kaina Ke,0
Chukchi,0
Kwaya,0
Kapya,0
Taabwa,0
Punan Merah,0
Tadaksahak,0
Ambo,0
Ma’ya,0
Kobiana,0
Golpa,0
Bribri,0
Wanda,0
Enga,0
Biao-Jiao Mien,0
Glaro-Twabo,0
Bamenyam,0
Skou,0
Makolkol,0
Hawu,0
Hupdë,0
Kamang,0
Barikewa,0
Wikngenchera,0
Kankanaey,0
Mbuko,0
Ngundu,0
Obolo,0
Damar,0
Kakataibo-Kashibo,0
Ngie,0
Tera,0
Keijar,0
Kwerba Mamberamo,0
Fortsenal,0
Longgu,0
Hruso,0
Kiwai,0
Galeya,0
Kemberano,0
Vute,0
Tambotalo,0
Minderico,0
Bugan,0
Lotud,0
Tigak,0
Lhowa,0
Komi-Permyak,0
Kickapoo,0
Yurok,0
Mpoto,0
Wajuk,0
Mesqan,0
Kinaray-a,0
Napu,0
Hanga,0
Galambu,0
Aymara,0
Ngbee,0
Bedoanas,0
Karami,0
Kabalai,0
Lunda,0
Herdé,0
Honi,0
Bera,0
Mondropolon,0
Manyawa,0
Lari,0
Butuanon,0
Domu,0
Braj Bhasha,0
Nakara,0
Yao,0
Khuen,0
Bayot,0
Korafe-Yegha,0
Citak,0
Kokota,0
Playero,0
Foau,0
Borôro,0
Lardil,0
Ake,0
Manikion,0
Labir,0
Sonsorolese,0
Taushiro,0
Jaru,0
Bengali,0
Yitha Yitha,0
Wik-Keyangan,0
Chopi,0
Tippera,0
Banda-Bambari,0
Merwari,0
Miju-Mishmi,0
Gua,0
Ma’di,0
Wadaginam,0
Itik,0
Crioulo,0
Talieng,0
Yout Wam,0
Simeulue,0
Ma’anyan,0
Palaung,0
Korwa,0
Kala,0
Naami,0
Yawalapití,0
Ding,0
Vemgo-Mabas,0
Thai Sign Language,0
Tuma-Irumu,0
Ile Ape,0
Lawunuia,0
Nyemba,0
Tamashek,0
Burak,0
Cruzeño,0
Ixil,0
Dugun,0
Tuvaluan,0
Anmatyerre,0
Huitoto,0
Korupun-Sela,0
Badyara,0
Kalamsé,0
Tongan,0
Finongan,0
Kaxuiâna,0
Kanuri,0
Kayardild,0
Kungardutyi,0
Guahibo,0
Prussian,0
Mangbutu,0
Bade,0
Cacua,0
Columbia-Wenatchi,0
Assiniboine,0
Sindhi,0
Sowa,0
Wunumara,0
Gundungurra,0
Thai Song,0
Angolar,0
Kao,0
Rikou,0
Rakhine,0
Nyiha,0
Ikobi,0
Aisi,0
Samosa,0
Varisi,0
Waima,0
Karnai,0
Lubila,0
Ngindo,0
Xerénte,0
Shilluk,0
Naka’ela,0
Amo,0
Kepo’,0
Pholo,0
Tonsawang,0
Rwa,0
Yangum Dey,0
Erromintxela,0
Mo’da,0
Warao,0
Urumi,0
Daasanach,0
Nyangbo,0
Wik-Me’anha,0
Desiya,0
Afar,0
Wariyangga,0
Bats,0
Juang,0
Rutul,0
Kongo,0
Greek Sign Language,0
Miriti,0
Montagnais,0
Skagit,0
Yaur,0
Waray,0
Kachari,0
Pakanha,0
Ujir,0
Kembra,0
Yawuru,0
Rotuman,0
Buyang,0
Zarphatic,0
Piratapuyo,0
Lodhi,0
Karawa,0
Urat,0
Thudam,0
Dirari,0
Nadëb,0
Zeeuws,0
Mundat,0
Degenan,0
Terebu,0
Aari,0
Abanyom,0
Doromu-Koki,0
Kompane,0
Buhutu,0
Khao,0
Tareng,0
Ruuli,0
Kosare,0
Rufiji,0
Rotokas,0
Wotapuri-Katarqalai,0
Bomu,0
Duguri,0
Mixtec,0
Putai,0
Kwaio,0
Yeretuar,0
Phong-Kniang,0
Kombai,0
Kunza,0
Oirata,0
Turkish Sign Language,0
Bushi,0
Wergaia,0
Plains Indian Sign Language,0
Seeku,0
Ipili,0
Nafri,0
Thachanadan,0
Löyöp,0
Tagish,0
Ughele,0
Bhalay,0
Areba,0
Kwomtari,0
Puoc,0
Kudiya,0
Jèrriais,0
Chagatai,0
Yoruba,0
Alamblak,0
Mising,0
Papuma,0
Nalu,0
Tswa,0
Ambele,0
Odoodee,0
Mochi,0
Fipa,0
Daur,0
Varhadi-Nagpuri,0
Kadaru,0
Kemedzung,0
Ende,0
Sango,0
Ngombe,0
Lamkang,0
Shumashti,0
Chiduruma,0
Lehali,0
Burate,0
Omotik,0
Lisela,0
Goreng,0
Tembé,0
Narungga,0
Panawa,0
Syuba,0
Mro-Khimi,0
Hmong Daw,0
Asaro’o,0
Sagala,0
Malecite-Passamaquoddy,0
Cuvok,0
Machinga,0
Bo-Ung,0
Rakahanga-Manihiki,0
Mabaan,0
Dorze,0
Marangis,0
Wailapa,0
‡Ungkue,0
Evenki,0
Sonde,0
Anus,0
Kangri,0
Dyaabugay,0
Maquiritari,0
Wapishana,0
Tsakonian,0
Baka,0
Nhengatu,0
Kenye,0
Surgujia,0
Dieri,0
Mapena,0
Sukuma,0
Khalaj,0
Tsum,0
Nepalese Sign Language,0
Dhundari,0
Nipsan,0
Venda,0
Yine,0
Mafa,0
Wangaaybuwan-Ngiyambaa,0
Vaghat-Ya-Bijim-Legeri,0
Degexit’an,0
Vili,0
Natchez,0
Lozi,0
Martuyhunira,0
Vaiphei,0
Malimpung,0
Mamboru,0
Lasalimu,0
Shambala,0
Longuda,0
Baluan-Pam,0
British Sign Language,0
Nyawaygi,0
Malaysian Sign Language,0
Tai Yo,0
Kurichiya,0
Maskelynes,0
Gunditjmara,0
Arhuaco,0
Sheni,0
Uyajitaya,0
Chechen,0
Langi,0
Bassossi,0
Lahta,0
Jibu,0
Pumi,0
Zeem,0
Bariji,0
Uduk,0
Aiklep,0
Kashmiri,0
Thopho,0
Chinantec,0
Marshallese,0
Cemuhî,0
Wanggom,0
Komyandaret,0
Karakalpak,0
Dagik,0
Kis,0
Wakoná,0
Ghera,0
Nukak Makú,0
Khamyang,0
Birrpayi,0
Ulch,0
Ifugao,0
Hya,0
Gayil,0
Aighon,0
Fur,0
Judeo-Georgian,0
Modole,0
Paraujano,0
Sheko,0
Asu,0
Zayein,0
Koorete,0
Tu,0
Khinalugh,0
Waray-Waray,0
Movima,0
Paipai,0
Q’anjob’al,0
Nubri,0
Burun,0
’Are’are,0
Enwan,0
Bure,0
Komering,0
Aushiri,0
Olekha,0
Maleng,0
Bun,0
Occitan,0
Yabaâna,0
Yuracare,0
Vaghri,0
Yi,0
Kabwari,0
Katawixi,0
